"","Unnamed..0","tissue","endometriosis","severity","p206016_at","p214037_s_at","CCDC22"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.50007734904645,5.04989633116072,6.27498684010359
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.16916258601568,6.87815850101637,7.52366054351602
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.97026509571548,6.38257234000769,6.17641871786159
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.08183397226892,7.32863342321524,7.20523369774208
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.66242698391275,4.7070740112432,6.18475049757797
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.20976789348102,6.5745345379151,6.89215121569806
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.45353852575146,7.36487087780482,6.90920470177814
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.49787186879016,6.31680076960266,6.90733631919641
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.4866951299134,6.25050290233617,6.86859901612478
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.04975126304124,6.34497587507313,7.19736356905718
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.93966946216894,5.14400942631604,6.04183944424249
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.75019858087575,5.54591444236372,6.14805651161974
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.54243590604308,6.76645586998852,6.1544458880158
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.73687540722205,5.82171291023214,6.2792941587271
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.69251772019407,5.8914669709219,6.79199234555798
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.14225068761953,5.82484327297307,6.4835469802963
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.25988373846573,5.17813900398813,6.21901137122693
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.47424597838716,5.37731425463782,6.42578011651249
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.09507789549508,5.97148230802497,6.53328010176002
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.0559717202084,8.25975261138117,9.15786216579479
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.2212289747287,8.55148765362705,9.38635831417787
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.99226051525629,8.03857589078834,9.01541820302232
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.92496939220034,7.39905996887219,8.16201468053626
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.2658351591201,8.00633876045732,9.13608695978871
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.259421718327,8.10327223230521,9.1813469753161
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.965789637876,9.39691303827765,10.1813513380768
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.5926316309898,9.08442251529551,9.83852707314265
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.96378091978383,7.69783283698353,8.83080687838368
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.69921542024633,7.68577732245615,8.69249637135124
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.268053767349,8.58540096331725,9.42672736533313
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.3510575580691,8.53858335809581,9.44482045808245
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.67095550753816,7.45992455626039,8.56544003189927
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.7857385124722,8.82830067533316,9.80701959390268
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.8341437128427,8.84492860236589,9.83953615760429
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.07550029426159,7.72322980238622,8.3993650483239
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.1471284350375,8.79314918785258,9.47013881144504
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.2973382521073,8.37753730396349,9.33743777803539
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.49425064936313,7.26564433228115,8.37994749082214
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.81637308258707,7.96666779478677,8.89152043868692
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.4290876115375,8.68108499480976,9.55508630317363
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.17812559830832,7.47733626044518,8.32773092937675
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.1849654220678,8.29934288265173,9.24215415235977
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.16691165885493,7.59959313286223,8.38325239585858
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.18915844550677,7.25513705599453,8.22214775075065
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.1937525577807,8.26172410017929,9.22773832898
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.53372371733001,7.94172471201729,8.73772421467365
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.4667606072245,9.04248001011222,9.75462030866836
